system	model	trans_binder_contacts	cis_binder_contacts	all_binders_trans_engaged	trans_largest_component	hotspot_coverage	hotspots_json	directed_contacts_json	cif_path
bc70_p3_n_g15	seed-1_sample-4	168	26	1	4	0	[]	"{""A->A"": 7, ""A->B"": 26, ""A->C"": 0, ""A->D"": 18, ""B->A"": 27, ""B->B"": 5, ""B->C"": 14, ""B->D"": 0, ""C->A"": 0, ""C->B"": 18, ""C->C"": 7, ""C->D"": 23, ""D->A"": 19, ""D->B"": 0, ""D->C"": 23, ""D->D"": 7}"	experiments/e13_bindcraft_fusion_screen/out_s3/bc70_p3_n_g15/seed-1_sample-4/bc70_p3_n_g15_seed-1_sample-4_model.cif
bc70_p3_n_g15	seed-2_sample-0	168	60	1	4	0	[]	"{""A->A"": 17, ""A->B"": 21, ""A->C"": 0, ""A->D"": 23, ""B->A"": 19, ""B->B"": 18, ""B->C"": 24, ""B->D"": 0, ""C->A"": 0, ""C->B"": 20, ""C->C"": 13, ""C->D"": 21, ""D->A"": 20, ""D->B"": 0, ""D->C"": 20, ""D->D"": 12}"	experiments/e13_bindcraft_fusion_screen/out_s3/bc70_p3_n_g15/seed-2_sample-0/bc70_p3_n_g15_seed-2_sample-0_model.cif
bc70_p3_n_g15	seed-2_sample-1	169	120	1	4	0	[]	"{""A->A"": 20, ""A->B"": 33, ""A->C"": 0, ""A->D"": 16, ""B->A"": 33, ""B->B"": 22, ""B->C"": 14, ""B->D"": 0, ""C->A"": 15, ""C->B"": 0, ""C->C"": 38, ""C->D"": 20, ""D->A"": 0, ""D->B"": 15, ""D->C"": 23, ""D->D"": 40}"	experiments/e13_bindcraft_fusion_screen/out_s3/bc70_p3_n_g15/seed-2_sample-1/bc70_p3_n_g15_seed-2_sample-1_model.cif
bc70_p3_n_g15	seed-2_sample-2	136	33	1	4	0	[]	"{""A->A"": 9, ""A->B"": 19, ""A->C"": 0, ""A->D"": 14, ""B->A"": 19, ""B->B"": 9, ""B->C"": 17, ""B->D"": 0, ""C->A"": 0, ""C->B"": 13, ""C->C"": 6, ""C->D"": 20, ""D->A"": 16, ""D->B"": 0, ""D->C"": 18, ""D->D"": 9}"	experiments/e13_bindcraft_fusion_screen/out_s3/bc70_p3_n_g15/seed-2_sample-2/bc70_p3_n_g15_seed-2_sample-2_model.cif
bc70_p3_n_g15	seed-2_sample-3	74	85	1	2	0	[]	"{""A->A"": 34, ""A->B"": 9, ""A->C"": 0, ""A->D"": 0, ""B->A"": 11, ""B->B"": 35, ""B->C"": 0, ""B->D"": 0, ""C->A"": 0, ""C->B"": 0, ""C->C"": 9, ""C->D"": 27, ""D->A"": 0, ""D->B"": 0, ""D->C"": 27, ""D->D"": 7}"	experiments/e13_bindcraft_fusion_screen/out_s3/bc70_p3_n_g15/seed-2_sample-3/bc70_p3_n_g15_seed-2_sample-3_model.cif
bc70_p3_n_g15	seed-2_sample-4	184	298	1	4	0	[]	"{""A->A"": 73, ""A->B"": 8, ""A->C"": 0, ""A->D"": 39, ""B->A"": 7, ""B->B"": 75, ""B->C"": 41, ""B->D"": 0, ""C->A"": 0, ""C->B"": 37, ""C->C"": 75, ""C->D"": 8, ""D->A"": 37, ""D->B"": 0, ""D->C"": 7, ""D->D"": 75}"	experiments/e13_bindcraft_fusion_screen/out_s3/bc70_p3_n_g15/seed-2_sample-4/bc70_p3_n_g15_seed-2_sample-4_model.cif
bc70_p3_n_g15	seed-3_sample-0	29	116	1	4	0	[]	"{""A->A"": 27, ""A->B"": 0, ""A->C"": 0, ""A->D"": 7, ""B->A"": 0, ""B->B"": 31, ""B->C"": 7, ""B->D"": 0, ""C->A"": 1, ""C->B"": 0, ""C->C"": 28, ""C->D"": 6, ""D->A"": 0, ""D->B"": 1, ""D->C"": 7, ""D->D"": 30}"	experiments/e13_bindcraft_fusion_screen/out_s3/bc70_p3_n_g15/seed-3_sample-0/bc70_p3_n_g15_seed-3_sample-0_model.cif
bc70_p3_n_g15	seed-3_sample-1	5	190	0	1	0	[]	"{""A->A"": 48, ""A->B"": 2, ""A->C"": 0, ""A->D"": 0, ""B->A"": 0, ""B->B"": 52, ""B->C"": 1, ""B->D"": 0, ""C->A"": 0, ""C->B"": 0, ""C->C"": 47, ""C->D"": 0, ""D->A"": 2, ""D->B"": 0, ""D->C"": 0, ""D->D"": 43}"	experiments/e13_bindcraft_fusion_screen/out_s3/bc70_p3_n_g15/seed-3_sample-1/bc70_p3_n_g15_seed-3_sample-1_model.cif
bc70_p3_n_g15	seed-3_sample-2	50	115	1	4	0	[]	"{""A->A"": 28, ""A->B"": 14, ""A->C"": 0, ""A->D"": 0, ""B->A"": 15, ""B->B"": 31, ""B->C"": 0, ""B->D"": 0, ""C->A"": 0, ""C->B"": 11, ""C->C"": 29, ""C->D"": 0, ""D->A"": 10, ""D->B"": 0, ""D->C"": 0, ""D->D"": 27}"	experiments/e13_bindcraft_fusion_screen/out_s3/bc70_p3_n_g15/seed-3_sample-2/bc70_p3_n_g15_seed-3_sample-2_model.cif
bc70_p3_n_g15	seed-3_sample-3	162	22	1	2	0	[]	"{""A->A"": 5, ""A->B"": 41, ""A->C"": 0, ""A->D"": 0, ""B->A"": 43, ""B->B"": 6, ""B->C"": 0, ""B->D"": 0, ""C->A"": 0, ""C->B"": 0, ""C->C"": 5, ""C->D"": 39, ""D->A"": 0, ""D->B"": 0, ""D->C"": 39, ""D->D"": 6}"	experiments/e13_bindcraft_fusion_screen/out_s3/bc70_p3_n_g15/seed-3_sample-3/bc70_p3_n_g15_seed-3_sample-3_model.cif
bc70_p3_n_g15	seed-3_sample-4	308	15	1	4	0	[]	"{""A->A"": 4, ""A->B"": 49, ""A->C"": 0, ""A->D"": 24, ""B->A"": 53, ""B->B"": 4, ""B->C"": 26, ""B->D"": 0, ""C->A"": 0, ""C->B"": 23, ""C->C"": 3, ""C->D"": 53, ""D->A"": 28, ""D->B"": 0, ""D->C"": 52, ""D->D"": 4}"	experiments/e13_bindcraft_fusion_screen/out_s3/bc70_p3_n_g15/seed-3_sample-4/bc70_p3_n_g15_seed-3_sample-4_model.cif
p3_bc70_c_g5	seed-1_sample-0	93	106	1	2	0	[]	"{""A->A"": 28, ""A->B"": 0, ""A->C"": 0, ""A->D"": 23, ""B->A"": 0, ""B->B"": 26, ""B->C"": 22, ""B->D"": 0, ""C->A"": 0, ""C->B"": 23, ""C->C"": 25, ""C->D"": 0, ""D->A"": 24, ""D->B"": 1, ""D->C"": 0, ""D->D"": 27}"	experiments/e13_bindcraft_fusion_screen/out_s4/p3_bc70_c_g5/seed-1_sample-0/p3_bc70_c_g5_seed-1_sample-0_model.cif
p3_bc70_c_g5	seed-1_sample-1	134	106	1	4	0	[]	"{""A->A"": 24, ""A->B"": 0, ""A->C"": 29, ""A->D"": 5, ""B->A"": 0, ""B->B"": 27, ""B->C"": 6, ""B->D"": 26, ""C->A"": 30, ""C->B"": 4, ""C->C"": 28, ""C->D"": 0, ""D->A"": 5, ""D->B"": 29, ""D->C"": 0, ""D->D"": 27}"	experiments/e13_bindcraft_fusion_screen/out_s4/p3_bc70_c_g5/seed-1_sample-1/p3_bc70_c_g5_seed-1_sample-1_model.cif
p3_bc70_c_g5	seed-1_sample-2	103	105	1	2	0	[]	"{""A->A"": 27, ""A->B"": 25, ""A->C"": 0, ""A->D"": 0, ""B->A"": 28, ""B->B"": 25, ""B->C"": 0, ""B->D"": 0, ""C->A"": 0, ""C->B"": 0, ""C->C"": 26, ""C->D"": 25, ""D->A"": 0, ""D->B"": 0, ""D->C"": 25, ""D->D"": 27}"	experiments/e13_bindcraft_fusion_screen/out_s4/p3_bc70_c_g5/seed-1_sample-2/p3_bc70_c_g5_seed-1_sample-2_model.cif
p3_bc70_c_g5	seed-1_sample-3	155	73	1	4	0	[]	"{""A->A"": 20, ""A->B"": 30, ""A->C"": 6, ""A->D"": 0, ""B->A"": 29, ""B->B"": 16, ""B->C"": 0, ""B->D"": 11, ""C->A"": 7, ""C->B"": 0, ""C->C"": 17, ""C->D"": 31, ""D->A"": 0, ""D->B"": 12, ""D->C"": 29, ""D->D"": 20}"	experiments/e13_bindcraft_fusion_screen/out_s4/p3_bc70_c_g5/seed-1_sample-3/p3_bc70_c_g5_seed-1_sample-3_model.cif
p3_bc70_c_g5	seed-1_sample-4	211	85	1	4	0	[]	"{""A->A"": 22, ""A->B"": 0, ""A->C"": 28, ""A->D"": 24, ""B->A"": 0, ""B->B"": 19, ""B->C"": 29, ""B->D"": 27, ""C->A"": 27, ""C->B"": 20, ""C->C"": 22, ""C->D"": 0, ""D->A"": 27, ""D->B"": 29, ""D->C"": 0, ""D->D"": 22}"	experiments/e13_bindcraft_fusion_screen/out_s4/p3_bc70_c_g5/seed-1_sample-4/p3_bc70_c_g5_seed-1_sample-4_model.cif
p3_bc70_c_g5	seed-2_sample-0	181	153	1	4	0	[]	"{""A->A"": 38, ""A->B"": 36, ""A->C"": 0, ""A->D"": 9, ""B->A"": 36, ""B->B"": 39, ""B->C"": 9, ""B->D"": 0, ""C->A"": 0, ""C->B"": 9, ""C->C"": 37, ""C->D"": 36, ""D->A"": 10, ""D->B"": 0, ""D->C"": 36, ""D->D"": 39}"	experiments/e13_bindcraft_fusion_screen/out_s4/p3_bc70_c_g5/seed-2_sample-0/p3_bc70_c_g5_seed-2_sample-0_model.cif
p3_bc70_c_g5	seed-2_sample-1	116	67	1	2	0	[]	"{""A->A"": 17, ""A->B"": 27, ""A->C"": 0, ""A->D"": 3, ""B->A"": 26, ""B->B"": 16, ""B->C"": 2, ""B->D"": 0, ""C->A"": 0, ""C->B"": 2, ""C->C"": 18, ""C->D"": 25, ""D->A"": 3, ""D->B"": 0, ""D->C"": 28, ""D->D"": 16}"	experiments/e13_bindcraft_fusion_screen/out_s4/p3_bc70_c_g5/seed-2_sample-1/p3_bc70_c_g5_seed-2_sample-1_model.cif
p3_bc70_c_g5	seed-2_sample-2	113	38	1	2	0	[]	"{""A->A"": 8, ""A->B"": 29, ""A->C"": 0, ""A->D"": 0, ""B->A"": 28, ""B->B"": 9, ""B->C"": 0, ""B->D"": 0, ""C->A"": 0, ""C->B"": 0, ""C->C"": 10, ""C->D"": 30, ""D->A"": 0, ""D->B"": 0, ""D->C"": 26, ""D->D"": 11}"	experiments/e13_bindcraft_fusion_screen/out_s4/p3_bc70_c_g5/seed-2_sample-2/p3_bc70_c_g5_seed-2_sample-2_model.cif
p3_bc70_c_g5	seed-2_sample-3	116	87	1	2	0	[]	"{""A->A"": 22, ""A->B"": 0, ""A->C"": 29, ""A->D"": 0, ""B->A"": 0, ""B->B"": 22, ""B->C"": 0, ""B->D"": 31, ""C->A"": 29, ""C->B"": 0, ""C->C"": 21, ""C->D"": 0, ""D->A"": 0, ""D->B"": 27, ""D->C"": 0, ""D->D"": 22}"	experiments/e13_bindcraft_fusion_screen/out_s4/p3_bc70_c_g5/seed-2_sample-3/p3_bc70_c_g5_seed-2_sample-3_model.cif
p3_bc70_c_g5	seed-2_sample-4	28	34	0	3	0	[]	"{""A->A"": 11, ""A->B"": 0, ""A->C"": 0, ""A->D"": 3, ""B->A"": 0, ""B->B"": 6, ""B->C"": 0, ""B->D"": 9, ""C->A"": 0, ""C->B"": 5, ""C->C"": 11, ""C->D"": 0, ""D->A"": 0, ""D->B"": 11, ""D->C"": 0, ""D->D"": 6}"	experiments/e13_bindcraft_fusion_screen/out_s4/p3_bc70_c_g5/seed-2_sample-4/p3_bc70_c_g5_seed-2_sample-4_model.cif
p3_bc70_c_g5	seed-3_sample-0	147	97	1	4	0	[]	"{""A->A"": 26, ""A->B"": 19, ""A->C"": 0, ""A->D"": 15, ""B->A"": 22, ""B->B"": 23, ""B->C"": 18, ""B->D"": 0, ""C->A"": 0, ""C->B"": 16, ""C->C"": 25, ""C->D"": 21, ""D->A"": 16, ""D->B"": 0, ""D->C"": 20, ""D->D"": 23}"	experiments/e13_bindcraft_fusion_screen/out_s4/p3_bc70_c_g5/seed-3_sample-0/p3_bc70_c_g5_seed-3_sample-0_model.cif
p3_bc70_c_g5	seed-3_sample-1	96	41	1	2	0	[]	"{""A->A"": 10, ""A->B"": 23, ""A->C"": 0, ""A->D"": 0, ""B->A"": 25, ""B->B"": 11, ""B->C"": 0, ""B->D"": 0, ""C->A"": 0, ""C->B"": 0, ""C->C"": 10, ""C->D"": 23, ""D->A"": 0, ""D->B"": 0, ""D->C"": 25, ""D->D"": 10}"	experiments/e13_bindcraft_fusion_screen/out_s4/p3_bc70_c_g5/seed-3_sample-1/p3_bc70_c_g5_seed-3_sample-1_model.cif
p3_bc70_c_g5	seed-3_sample-2	111	79	1	2	0	[]	"{""A->A"": 19, ""A->B"": 27, ""A->C"": 0, ""A->D"": 0, ""B->A"": 28, ""B->B"": 19, ""B->C"": 0, ""B->D"": 0, ""C->A"": 0, ""C->B"": 0, ""C->C"": 21, ""C->D"": 28, ""D->A"": 0, ""D->B"": 0, ""D->C"": 28, ""D->D"": 20}"	experiments/e13_bindcraft_fusion_screen/out_s4/p3_bc70_c_g5/seed-3_sample-2/p3_bc70_c_g5_seed-3_sample-2_model.cif
p3_bc70_c_g5	seed-3_sample-3	161	67	1	4	0	[]	"{""A->A"": 18, ""A->B"": 13, ""A->C"": 27, ""A->D"": 0, ""B->A"": 13, ""B->B"": 17, ""B->C"": 0, ""B->D"": 28, ""C->A"": 27, ""C->B"": 0, ""C->C"": 16, ""C->D"": 13, ""D->A"": 0, ""D->B"": 27, ""D->C"": 13, ""D->D"": 16}"	experiments/e13_bindcraft_fusion_screen/out_s4/p3_bc70_c_g5/seed-3_sample-3/p3_bc70_c_g5_seed-3_sample-3_model.cif
p3_bc70_c_g5	seed-3_sample-4	82	47	1	4	0	[]	"{""A->A"": 18, ""A->B"": 5, ""A->C"": 9, ""A->D"": 0, ""B->A"": 6, ""B->B"": 18, ""B->C"": 0, ""B->D"": 10, ""C->A"": 0, ""C->B"": 7, ""C->C"": 4, ""C->D"": 19, ""D->A"": 6, ""D->B"": 0, ""D->C"": 20, ""D->D"": 7}"	experiments/e13_bindcraft_fusion_screen/out_s4/p3_bc70_c_g5/seed-3_sample-4/p3_bc70_c_g5_seed-3_sample-4_model.cif
p3_bc70_c_g10	seed-1_sample-0	149	129	1	4	0	[]	"{""A->A"": 33, ""A->B"": 0, ""A->C"": 17, ""A->D"": 21, ""B->A"": 0, ""B->B"": 30, ""B->C"": 21, ""B->D"": 14, ""C->A"": 16, ""C->B"": 22, ""C->C"": 34, ""C->D"": 0, ""D->A"": 22, ""D->B"": 16, ""D->C"": 0, ""D->D"": 32}"	experiments/e13_bindcraft_fusion_screen/out_s5/p3_bc70_c_g10/seed-1_sample-0/p3_bc70_c_g10_seed-1_sample-0_model.cif
p3_bc70_c_g10	seed-1_sample-1	224	130	1	4	0	[]	"{""A->A"": 34, ""A->B"": 0, ""A->C"": 19, ""A->D"": 36, ""B->A"": 0, ""B->B"": 32, ""B->C"": 39, ""B->D"": 19, ""C->A"": 18, ""C->B"": 37, ""C->C"": 32, ""C->D"": 0, ""D->A"": 38, ""D->B"": 18, ""D->C"": 0, ""D->D"": 32}"	experiments/e13_bindcraft_fusion_screen/out_s5/p3_bc70_c_g10/seed-1_sample-1/p3_bc70_c_g10_seed-1_sample-1_model.cif
p3_bc70_c_g10	seed-1_sample-2	154	123	1	4	0	[]	"{""A->A"": 30, ""A->B"": 0, ""A->C"": 17, ""A->D"": 20, ""B->A"": 0, ""B->B"": 33, ""B->C"": 22, ""B->D"": 18, ""C->A"": 17, ""C->B"": 22, ""C->C"": 29, ""C->D"": 0, ""D->A"": 22, ""D->B"": 16, ""D->C"": 0, ""D->D"": 31}"	experiments/e13_bindcraft_fusion_screen/out_s5/p3_bc70_c_g10/seed-1_sample-2/p3_bc70_c_g10_seed-1_sample-2_model.cif
p3_bc70_c_g10	seed-1_sample-3	177	142	1	4	0	[]	"{""A->A"": 34, ""A->B"": 0, ""A->C"": 23, ""A->D"": 21, ""B->A"": 0, ""B->B"": 35, ""B->C"": 20, ""B->D"": 26, ""C->A"": 24, ""C->B"": 19, ""C->C"": 38, ""C->D"": 0, ""D->A"": 20, ""D->B"": 24, ""D->C"": 0, ""D->D"": 35}"	experiments/e13_bindcraft_fusion_screen/out_s5/p3_bc70_c_g10/seed-1_sample-3/p3_bc70_c_g10_seed-1_sample-3_model.cif
p3_bc70_c_g10	seed-1_sample-4	110	111	1	2	0	[]	"{""A->A"": 27, ""A->B"": 25, ""A->C"": 0, ""A->D"": 2, ""B->A"": 26, ""B->B"": 29, ""B->C"": 2, ""B->D"": 0, ""C->A"": 0, ""C->B"": 1, ""C->C"": 27, ""C->D"": 26, ""D->A"": 2, ""D->B"": 0, ""D->C"": 26, ""D->D"": 28}"	experiments/e13_bindcraft_fusion_screen/out_s5/p3_bc70_c_g10/seed-1_sample-4/p3_bc70_c_g10_seed-1_sample-4_model.cif
p3_bc70_c_g10	seed-2_sample-0	73	106	1	2	0	[]	"{""A->A"": 25, ""A->B"": 19, ""A->C"": 1, ""A->D"": 0, ""B->A"": 14, ""B->B"": 27, ""B->C"": 0, ""B->D"": 1, ""C->A"": 1, ""C->B"": 0, ""C->C"": 26, ""C->D"": 18, ""D->A"": 0, ""D->B"": 1, ""D->C"": 18, ""D->D"": 28}"	experiments/e13_bindcraft_fusion_screen/out_s5/p3_bc70_c_g10/seed-2_sample-0/p3_bc70_c_g10_seed-2_sample-0_model.cif
p3_bc70_c_g10	seed-2_sample-1	179	78	1	4	0	[]	"{""A->A"": 20, ""A->B"": 40, ""A->C"": 6, ""A->D"": 0, ""B->A"": 41, ""B->B"": 20, ""B->C"": 0, ""B->D"": 4, ""C->A"": 3, ""C->B"": 0, ""C->C"": 18, ""C->D"": 39, ""D->A"": 0, ""D->B"": 5, ""D->C"": 41, ""D->D"": 20}"	experiments/e13_bindcraft_fusion_screen/out_s5/p3_bc70_c_g10/seed-2_sample-1/p3_bc70_c_g10_seed-2_sample-1_model.cif
p3_bc70_c_g10	seed-2_sample-2	63	108	0	2	0	[]	"{""A->A"": 38, ""A->B"": 0, ""A->C"": 0, ""A->D"": 0, ""B->A"": 0, ""B->B"": 32, ""B->C"": 0, ""B->D"": 0, ""C->A"": 0, ""C->B"": 0, ""C->C"": 21, ""C->D"": 28, ""D->A"": 0, ""D->B"": 0, ""D->C"": 35, ""D->D"": 17}"	experiments/e13_bindcraft_fusion_screen/out_s5/p3_bc70_c_g10/seed-2_sample-2/p3_bc70_c_g10_seed-2_sample-2_model.cif
p3_bc70_c_g10	seed-2_sample-3	47	45	1	2	0	[]	"{""A->A"": 12, ""A->B"": 9, ""A->C"": 0, ""A->D"": 0, ""B->A"": 12, ""B->B"": 11, ""B->C"": 0, ""B->D"": 0, ""C->A"": 0, ""C->B"": 0, ""C->C"": 11, ""C->D"": 13, ""D->A"": 0, ""D->B"": 0, ""D->C"": 13, ""D->D"": 11}"	experiments/e13_bindcraft_fusion_screen/out_s5/p3_bc70_c_g10/seed-2_sample-3/p3_bc70_c_g10_seed-2_sample-3_model.cif
p3_bc70_c_g10	seed-2_sample-4	111	91	1	2	0	[]	"{""A->A"": 19, ""A->B"": 27, ""A->C"": 1, ""A->D"": 0, ""B->A"": 26, ""B->B"": 23, ""B->C"": 0, ""B->D"": 1, ""C->A"": 1, ""C->B"": 0, ""C->C"": 23, ""C->D"": 28, ""D->A"": 0, ""D->B"": 1, ""D->C"": 26, ""D->D"": 26}"	experiments/e13_bindcraft_fusion_screen/out_s5/p3_bc70_c_g10/seed-2_sample-4/p3_bc70_c_g10_seed-2_sample-4_model.cif
p3_bc70_c_g10	seed-3_sample-0	129	128	1	4	0	[]	"{""A->A"": 33, ""A->B"": 20, ""A->C"": 0, ""A->D"": 15, ""B->A"": 16, ""B->B"": 33, ""B->C"": 16, ""B->D"": 0, ""C->A"": 0, ""C->B"": 14, ""C->C"": 31, ""C->D"": 19, ""D->A"": 10, ""D->B"": 0, ""D->C"": 19, ""D->D"": 31}"	experiments/e13_bindcraft_fusion_screen/out_s5/p3_bc70_c_g10/seed-3_sample-0/p3_bc70_c_g10_seed-3_sample-0_model.cif
p3_bc70_c_g10	seed-3_sample-1	113	133	1	4	0	[]	"{""A->A"": 34, ""A->B"": 0, ""A->C"": 17, ""A->D"": 14, ""B->A"": 0, ""B->B"": 31, ""B->C"": 13, ""B->D"": 14, ""C->A"": 14, ""C->B"": 12, ""C->C"": 33, ""C->D"": 0, ""D->A"": 13, ""D->B"": 16, ""D->C"": 0, ""D->D"": 35}"	experiments/e13_bindcraft_fusion_screen/out_s5/p3_bc70_c_g10/seed-3_sample-1/p3_bc70_c_g10_seed-3_sample-1_model.cif
p3_bc70_c_g10	seed-3_sample-2	173	74	1	4	0	[]	"{""A->A"": 20, ""A->B"": 23, ""A->C"": 0, ""A->D"": 21, ""B->A"": 22, ""B->B"": 18, ""B->C"": 19, ""B->D"": 0, ""C->A"": 0, ""C->B"": 18, ""C->C"": 16, ""C->D"": 23, ""D->A"": 23, ""D->B"": 0, ""D->C"": 24, ""D->D"": 20}"	experiments/e13_bindcraft_fusion_screen/out_s5/p3_bc70_c_g10/seed-3_sample-2/p3_bc70_c_g10_seed-3_sample-2_model.cif
p3_bc70_c_g10	seed-3_sample-3	116	105	1	4	0	[]	"{""A->A"": 29, ""A->B"": 24, ""A->C"": 6, ""A->D"": 0, ""B->A"": 23, ""B->B"": 26, ""B->C"": 0, ""B->D"": 5, ""C->A"": 5, ""C->B"": 0, ""C->C"": 25, ""C->D"": 25, ""D->A"": 0, ""D->B"": 5, ""D->C"": 23, ""D->D"": 25}"	experiments/e13_bindcraft_fusion_screen/out_s5/p3_bc70_c_g10/seed-3_sample-3/p3_bc70_c_g10_seed-3_sample-3_model.cif
p3_bc70_c_g10	seed-3_sample-4	147	118	1	4	0	[]	"{""A->A"": 29, ""A->B"": 34, ""A->C"": 3, ""A->D"": 0, ""B->A"": 32, ""B->B"": 30, ""B->C"": 0, ""B->D"": 5, ""C->A"": 4, ""C->B"": 0, ""C->C"": 28, ""C->D"": 31, ""D->A"": 0, ""D->B"": 4, ""D->C"": 34, ""D->D"": 31}"	experiments/e13_bindcraft_fusion_screen/out_s5/p3_bc70_c_g10/seed-3_sample-4/p3_bc70_c_g10_seed-3_sample-4_model.cif
