candidate	source_system	seed	model	iptm	min_incident_iptm	contact_pair_pae_median	full_connected	has_clash	cif_path	summary_path
OVA-C4-IPTM80-20C	ova_body_c4_02	3	seed-3_sample-4	0.83	0.8	2.5199999999999996	1	0.0	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s5/ova_body_c4_06/seed-3_sample-4/ova_body_c4_06_seed-3_sample-4_model.cif	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s5/ova_body_c4_06/seed-3_sample-4/ova_body_c4_06_seed-3_sample-4_summary_confidences.json
OVA-C4-IPTM80-20C	ova_body_c4_02	4	seed-4_sample-0	0.81	0.78	2.6950000000000003	1	0.0	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s5/ova_body_c4_06/seed-4_sample-0/ova_body_c4_06_seed-4_sample-0_model.cif	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s5/ova_body_c4_06/seed-4_sample-0/ova_body_c4_06_seed-4_sample-0_summary_confidences.json
OVA-C4-IPTM80-20C	ova_body_c4_02	4	seed-4_sample-1	0.83	0.79	2.55	1	0.0	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s5/ova_body_c4_06/seed-4_sample-1/ova_body_c4_06_seed-4_sample-1_model.cif	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s5/ova_body_c4_06/seed-4_sample-1/ova_body_c4_06_seed-4_sample-1_summary_confidences.json
OVA-C4-IPTM80-20C	ova_body_c4_02	4	seed-4_sample-2	0.82	0.79	2.625	1	0.0	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s5/ova_body_c4_06/seed-4_sample-2/ova_body_c4_06_seed-4_sample-2_model.cif	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s5/ova_body_c4_06/seed-4_sample-2/ova_body_c4_06_seed-4_sample-2_summary_confidences.json
OVA-C4-IPTM80-20C	ova_body_c4_02	4	seed-4_sample-3	0.83	0.8	2.525	1	0.0	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s5/ova_body_c4_06/seed-4_sample-3/ova_body_c4_06_seed-4_sample-3_model.cif	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s5/ova_body_c4_06/seed-4_sample-3/ova_body_c4_06_seed-4_sample-3_summary_confidences.json
OVA-C4-IPTM80-20C	ova_body_c4_02	4	seed-4_sample-4	0.83	0.8	2.55	1	0.0	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s5/ova_body_c4_06/seed-4_sample-4/ova_body_c4_06_seed-4_sample-4_model.cif	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s5/ova_body_c4_06/seed-4_sample-4/ova_body_c4_06_seed-4_sample-4_summary_confidences.json
OVA-C4-IPTM80-20C	ova_body_c4_02	5	seed-5_sample-0	0.83	0.8	2.48	1	0.0	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s5/ova_body_c4_06/seed-5_sample-0/ova_body_c4_06_seed-5_sample-0_model.cif	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s5/ova_body_c4_06/seed-5_sample-0/ova_body_c4_06_seed-5_sample-0_summary_confidences.json
OVA-C4-IPTM80-20C	ova_body_c4_02	5	seed-5_sample-1	0.83	0.79	2.615	1	0.0	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s5/ova_body_c4_06/seed-5_sample-1/ova_body_c4_06_seed-5_sample-1_model.cif	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s5/ova_body_c4_06/seed-5_sample-1/ova_body_c4_06_seed-5_sample-1_summary_confidences.json
OVA-C4-IPTM80-20C	ova_body_c4_02	5	seed-5_sample-2	0.83	0.79	2.665	1	0.0	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s5/ova_body_c4_06/seed-5_sample-2/ova_body_c4_06_seed-5_sample-2_model.cif	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s5/ova_body_c4_06/seed-5_sample-2/ova_body_c4_06_seed-5_sample-2_summary_confidences.json
OVA-C4-IPTM80-20C	ova_body_c4_02	5	seed-5_sample-3	0.83	0.79	2.6399999999999997	1	0.0	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s5/ova_body_c4_06/seed-5_sample-3/ova_body_c4_06_seed-5_sample-3_model.cif	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s5/ova_body_c4_06/seed-5_sample-3/ova_body_c4_06_seed-5_sample-3_summary_confidences.json
OVA-C4-IPTM80-20C	ova_body_c4_02	5	seed-5_sample-4	0.82	0.78	2.64	1	0.0	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s5/ova_body_c4_06/seed-5_sample-4/ova_body_c4_06_seed-5_sample-4_model.cif	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s5/ova_body_c4_06/seed-5_sample-4/ova_body_c4_06_seed-5_sample-4_summary_confidences.json
OVA-C4-IPTM80-21D	ova_body_c4_105	1	seed-1_sample-0	0.81	0.78	2.715	1	0.0	experiments/e126_c4_iptm80_continue_af3_seed1/out_s0/ova_body_c4_105/seed-1_sample-0/ova_body_c4_105_seed-1_sample-0_model.cif	experiments/e126_c4_iptm80_continue_af3_seed1/out_s0/ova_body_c4_105/seed-1_sample-0/ova_body_c4_105_seed-1_sample-0_summary_confidences.json
OVA-C4-IPTM80-21D	ova_body_c4_105	1	seed-1_sample-1	0.82	0.79	2.6	1	0.0	experiments/e126_c4_iptm80_continue_af3_seed1/out_s0/ova_body_c4_105/seed-1_sample-1/ova_body_c4_105_seed-1_sample-1_model.cif	experiments/e126_c4_iptm80_continue_af3_seed1/out_s0/ova_body_c4_105/seed-1_sample-1/ova_body_c4_105_seed-1_sample-1_summary_confidences.json
OVA-C4-IPTM80-21D	ova_body_c4_105	1	seed-1_sample-2	0.83	0.79	2.635	1	0.0	experiments/e126_c4_iptm80_continue_af3_seed1/out_s0/ova_body_c4_105/seed-1_sample-2/ova_body_c4_105_seed-1_sample-2_model.cif	experiments/e126_c4_iptm80_continue_af3_seed1/out_s0/ova_body_c4_105/seed-1_sample-2/ova_body_c4_105_seed-1_sample-2_summary_confidences.json
OVA-C4-IPTM80-21D	ova_body_c4_105	1	seed-1_sample-3	0.82	0.79	2.71	1	0.0	experiments/e126_c4_iptm80_continue_af3_seed1/out_s0/ova_body_c4_105/seed-1_sample-3/ova_body_c4_105_seed-1_sample-3_model.cif	experiments/e126_c4_iptm80_continue_af3_seed1/out_s0/ova_body_c4_105/seed-1_sample-3/ova_body_c4_105_seed-1_sample-3_summary_confidences.json
OVA-C4-IPTM80-21D	ova_body_c4_105	1	seed-1_sample-4	0.83	0.8	2.665	1	0.0	experiments/e126_c4_iptm80_continue_af3_seed1/out_s0/ova_body_c4_105/seed-1_sample-4/ova_body_c4_105_seed-1_sample-4_model.cif	experiments/e126_c4_iptm80_continue_af3_seed1/out_s0/ova_body_c4_105/seed-1_sample-4/ova_body_c4_105_seed-1_sample-4_summary_confidences.json
OVA-C4-IPTM80-21D	ova_body_c4_105	2	seed-2_sample-0	0.81	0.78	2.865	1	0.0	experiments/e133_c4_iptm80_multiseed_batch02/af3/out_s4/ova_body_c4_05/seed-2_sample-0/ova_body_c4_05_seed-2_sample-0_model.cif	experiments/e133_c4_iptm80_multiseed_batch02/af3/out_s4/ova_body_c4_05/seed-2_sample-0/ova_body_c4_05_seed-2_sample-0_summary_confidences.json
OVA-C4-IPTM80-21D	ova_body_c4_105	2	seed-2_sample-1	0.82	0.79	2.625	1	0.0	experiments/e133_c4_iptm80_multiseed_batch02/af3/out_s4/ova_body_c4_05/seed-2_sample-1/ova_body_c4_05_seed-2_sample-1_model.cif	experiments/e133_c4_iptm80_multiseed_batch02/af3/out_s4/ova_body_c4_05/seed-2_sample-1/ova_body_c4_05_seed-2_sample-1_summary_confidences.json
OVA-C4-IPTM80-21D	ova_body_c4_105	2	seed-2_sample-2	0.82	0.79	2.6950000000000003	1	0.0	experiments/e133_c4_iptm80_multiseed_batch02/af3/out_s4/ova_body_c4_05/seed-2_sample-2/ova_body_c4_05_seed-2_sample-2_model.cif	experiments/e133_c4_iptm80_multiseed_batch02/af3/out_s4/ova_body_c4_05/seed-2_sample-2/ova_body_c4_05_seed-2_sample-2_summary_confidences.json
OVA-C4-IPTM80-21D	ova_body_c4_105	2	seed-2_sample-3	0.83	0.8	2.6100000000000003	1	0.0	experiments/e133_c4_iptm80_multiseed_batch02/af3/out_s4/ova_body_c4_05/seed-2_sample-3/ova_body_c4_05_seed-2_sample-3_model.cif	experiments/e133_c4_iptm80_multiseed_batch02/af3/out_s4/ova_body_c4_05/seed-2_sample-3/ova_body_c4_05_seed-2_sample-3_summary_confidences.json
OVA-C4-IPTM80-21D	ova_body_c4_105	2	seed-2_sample-4	0.82	0.79	2.685	1	0.0	experiments/e133_c4_iptm80_multiseed_batch02/af3/out_s4/ova_body_c4_05/seed-2_sample-4/ova_body_c4_05_seed-2_sample-4_model.cif	experiments/e133_c4_iptm80_multiseed_batch02/af3/out_s4/ova_body_c4_05/seed-2_sample-4/ova_body_c4_05_seed-2_sample-4_summary_confidences.json
OVA-C4-IPTM80-21D	ova_body_c4_105	3	seed-3_sample-0	0.83	0.8	2.885	1	0.0	experiments/e133_c4_iptm80_multiseed_batch02/af3/out_s4/ova_body_c4_05/seed-3_sample-0/ova_body_c4_05_seed-3_sample-0_model.cif	experiments/e133_c4_iptm80_multiseed_batch02/af3/out_s4/ova_body_c4_05/seed-3_sample-0/ova_body_c4_05_seed-3_sample-0_summary_confidences.json
OVA-C4-IPTM80-21D	ova_body_c4_105	3	seed-3_sample-1	0.83	0.8	2.8	1	0.0	experiments/e133_c4_iptm80_multiseed_batch02/af3/out_s4/ova_body_c4_05/seed-3_sample-1/ova_body_c4_05_seed-3_sample-1_model.cif	experiments/e133_c4_iptm80_multiseed_batch02/af3/out_s4/ova_body_c4_05/seed-3_sample-1/ova_body_c4_05_seed-3_sample-1_summary_confidences.json
OVA-C4-IPTM80-21D	ova_body_c4_105	3	seed-3_sample-2	0.82	0.79	3.05	1	0.0	experiments/e133_c4_iptm80_multiseed_batch02/af3/out_s4/ova_body_c4_05/seed-3_sample-2/ova_body_c4_05_seed-3_sample-2_model.cif	experiments/e133_c4_iptm80_multiseed_batch02/af3/out_s4/ova_body_c4_05/seed-3_sample-2/ova_body_c4_05_seed-3_sample-2_summary_confidences.json
OVA-C4-IPTM80-21D	ova_body_c4_105	3	seed-3_sample-3	0.83	0.8	2.6550000000000002	1	0.0	experiments/e133_c4_iptm80_multiseed_batch02/af3/out_s4/ova_body_c4_05/seed-3_sample-3/ova_body_c4_05_seed-3_sample-3_model.cif	experiments/e133_c4_iptm80_multiseed_batch02/af3/out_s4/ova_body_c4_05/seed-3_sample-3/ova_body_c4_05_seed-3_sample-3_summary_confidences.json
OVA-C4-IPTM80-21D	ova_body_c4_105	3	seed-3_sample-4	0.83	0.8	2.995	1	0.0	experiments/e133_c4_iptm80_multiseed_batch02/af3/out_s4/ova_body_c4_05/seed-3_sample-4/ova_body_c4_05_seed-3_sample-4_model.cif	experiments/e133_c4_iptm80_multiseed_batch02/af3/out_s4/ova_body_c4_05/seed-3_sample-4/ova_body_c4_05_seed-3_sample-4_summary_confidences.json
OVA-C4-IPTM80-21D	ova_body_c4_105	4	seed-4_sample-0	0.83	0.8	2.6950000000000003	1	0.0	experiments/e133_c4_iptm80_multiseed_batch02/af3/out_s4/ova_body_c4_05/seed-4_sample-0/ova_body_c4_05_seed-4_sample-0_model.cif	experiments/e133_c4_iptm80_multiseed_batch02/af3/out_s4/ova_body_c4_05/seed-4_sample-0/ova_body_c4_05_seed-4_sample-0_summary_confidences.json
OVA-C4-IPTM80-21D	ova_body_c4_105	4	seed-4_sample-1	0.83	0.8	2.83	1	0.0	experiments/e133_c4_iptm80_multiseed_batch02/af3/out_s4/ova_body_c4_05/seed-4_sample-1/ova_body_c4_05_seed-4_sample-1_model.cif	experiments/e133_c4_iptm80_multiseed_batch02/af3/out_s4/ova_body_c4_05/seed-4_sample-1/ova_body_c4_05_seed-4_sample-1_summary_confidences.json
OVA-C4-IPTM80-21D	ova_body_c4_105	4	seed-4_sample-2	0.84	0.81	2.75	1	0.0	experiments/e133_c4_iptm80_multiseed_batch02/af3/out_s4/ova_body_c4_05/seed-4_sample-2/ova_body_c4_05_seed-4_sample-2_model.cif	experiments/e133_c4_iptm80_multiseed_batch02/af3/out_s4/ova_body_c4_05/seed-4_sample-2/ova_body_c4_05_seed-4_sample-2_summary_confidences.json
OVA-C4-IPTM80-21D	ova_body_c4_105	4	seed-4_sample-3	0.83	0.8	2.755	1	0.0	experiments/e133_c4_iptm80_multiseed_batch02/af3/out_s4/ova_body_c4_05/seed-4_sample-3/ova_body_c4_05_seed-4_sample-3_model.cif	experiments/e133_c4_iptm80_multiseed_batch02/af3/out_s4/ova_body_c4_05/seed-4_sample-3/ova_body_c4_05_seed-4_sample-3_summary_confidences.json
OVA-C4-IPTM80-21D	ova_body_c4_105	4	seed-4_sample-4	0.84	0.8	2.705	1	0.0	experiments/e133_c4_iptm80_multiseed_batch02/af3/out_s4/ova_body_c4_05/seed-4_sample-4/ova_body_c4_05_seed-4_sample-4_model.cif	experiments/e133_c4_iptm80_multiseed_batch02/af3/out_s4/ova_body_c4_05/seed-4_sample-4/ova_body_c4_05_seed-4_sample-4_summary_confidences.json
OVA-C4-IPTM80-21D	ova_body_c4_105	5	seed-5_sample-0	0.82	0.79	2.775	1	0.0	experiments/e133_c4_iptm80_multiseed_batch02/af3/out_s4/ova_body_c4_05/seed-5_sample-0/ova_body_c4_05_seed-5_sample-0_model.cif	experiments/e133_c4_iptm80_multiseed_batch02/af3/out_s4/ova_body_c4_05/seed-5_sample-0/ova_body_c4_05_seed-5_sample-0_summary_confidences.json
OVA-C4-IPTM80-21D	ova_body_c4_105	5	seed-5_sample-1	0.81	0.77	2.835	1	0.0	experiments/e133_c4_iptm80_multiseed_batch02/af3/out_s4/ova_body_c4_05/seed-5_sample-1/ova_body_c4_05_seed-5_sample-1_model.cif	experiments/e133_c4_iptm80_multiseed_batch02/af3/out_s4/ova_body_c4_05/seed-5_sample-1/ova_body_c4_05_seed-5_sample-1_summary_confidences.json
OVA-C4-IPTM80-21D	ova_body_c4_105	5	seed-5_sample-2	0.81	0.78	2.9	1	0.0	experiments/e133_c4_iptm80_multiseed_batch02/af3/out_s4/ova_body_c4_05/seed-5_sample-2/ova_body_c4_05_seed-5_sample-2_model.cif	experiments/e133_c4_iptm80_multiseed_batch02/af3/out_s4/ova_body_c4_05/seed-5_sample-2/ova_body_c4_05_seed-5_sample-2_summary_confidences.json
OVA-C4-IPTM80-21D	ova_body_c4_105	5	seed-5_sample-3	0.82	0.78	2.755	1	0.0	experiments/e133_c4_iptm80_multiseed_batch02/af3/out_s4/ova_body_c4_05/seed-5_sample-3/ova_body_c4_05_seed-5_sample-3_model.cif	experiments/e133_c4_iptm80_multiseed_batch02/af3/out_s4/ova_body_c4_05/seed-5_sample-3/ova_body_c4_05_seed-5_sample-3_summary_confidences.json
OVA-C4-IPTM80-21D	ova_body_c4_105	5	seed-5_sample-4	0.8	0.77	3.005	1	0.0	experiments/e133_c4_iptm80_multiseed_batch02/af3/out_s4/ova_body_c4_05/seed-5_sample-4/ova_body_c4_05_seed-5_sample-4_model.cif	experiments/e133_c4_iptm80_multiseed_batch02/af3/out_s4/ova_body_c4_05/seed-5_sample-4/ova_body_c4_05_seed-5_sample-4_summary_confidences.json
OVA-C4-IPTM80-21E	ova_body_c4_10	1	seed-1_sample-0	0.83	0.8	2.78	1	0.0	experiments/e126_c4_iptm80_continue_af3_seed1/out_s1/ova_body_c4_10/seed-1_sample-0/ova_body_c4_10_seed-1_sample-0_model.cif	experiments/e126_c4_iptm80_continue_af3_seed1/out_s1/ova_body_c4_10/seed-1_sample-0/ova_body_c4_10_seed-1_sample-0_summary_confidences.json
OVA-C4-IPTM80-21E	ova_body_c4_10	1	seed-1_sample-1	0.83	0.79	2.8	1	0.0	experiments/e126_c4_iptm80_continue_af3_seed1/out_s1/ova_body_c4_10/seed-1_sample-1/ova_body_c4_10_seed-1_sample-1_model.cif	experiments/e126_c4_iptm80_continue_af3_seed1/out_s1/ova_body_c4_10/seed-1_sample-1/ova_body_c4_10_seed-1_sample-1_summary_confidences.json
OVA-C4-IPTM80-21E	ova_body_c4_10	1	seed-1_sample-2	0.82	0.79	2.835	1	0.0	experiments/e126_c4_iptm80_continue_af3_seed1/out_s1/ova_body_c4_10/seed-1_sample-2/ova_body_c4_10_seed-1_sample-2_model.cif	experiments/e126_c4_iptm80_continue_af3_seed1/out_s1/ova_body_c4_10/seed-1_sample-2/ova_body_c4_10_seed-1_sample-2_summary_confidences.json
OVA-C4-IPTM80-21E	ova_body_c4_10	1	seed-1_sample-3	0.83	0.8	2.83	1	0.0	experiments/e126_c4_iptm80_continue_af3_seed1/out_s1/ova_body_c4_10/seed-1_sample-3/ova_body_c4_10_seed-1_sample-3_model.cif	experiments/e126_c4_iptm80_continue_af3_seed1/out_s1/ova_body_c4_10/seed-1_sample-3/ova_body_c4_10_seed-1_sample-3_summary_confidences.json
OVA-C4-IPTM80-21E	ova_body_c4_10	1	seed-1_sample-4	0.84	0.81	2.715	1	0.0	experiments/e126_c4_iptm80_continue_af3_seed1/out_s1/ova_body_c4_10/seed-1_sample-4/ova_body_c4_10_seed-1_sample-4_model.cif	experiments/e126_c4_iptm80_continue_af3_seed1/out_s1/ova_body_c4_10/seed-1_sample-4/ova_body_c4_10_seed-1_sample-4_summary_confidences.json
OVA-C4-IPTM80-21E	ova_body_c4_10	2	seed-2_sample-0	0.82	0.79	2.635	1	0.0	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s6/ova_body_c4_07/seed-2_sample-0/ova_body_c4_07_seed-2_sample-0_model.cif	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s6/ova_body_c4_07/seed-2_sample-0/ova_body_c4_07_seed-2_sample-0_summary_confidences.json
OVA-C4-IPTM80-21E	ova_body_c4_10	2	seed-2_sample-1	0.82	0.78	2.685	1	0.0	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s6/ova_body_c4_07/seed-2_sample-1/ova_body_c4_07_seed-2_sample-1_model.cif	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s6/ova_body_c4_07/seed-2_sample-1/ova_body_c4_07_seed-2_sample-1_summary_confidences.json
OVA-C4-IPTM80-21E	ova_body_c4_10	2	seed-2_sample-2	0.82	0.79	2.6900000000000004	1	0.0	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s6/ova_body_c4_07/seed-2_sample-2/ova_body_c4_07_seed-2_sample-2_model.cif	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s6/ova_body_c4_07/seed-2_sample-2/ova_body_c4_07_seed-2_sample-2_summary_confidences.json
OVA-C4-IPTM80-21E	ova_body_c4_10	2	seed-2_sample-3	0.82	0.79	2.625	1	0.0	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s6/ova_body_c4_07/seed-2_sample-3/ova_body_c4_07_seed-2_sample-3_model.cif	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s6/ova_body_c4_07/seed-2_sample-3/ova_body_c4_07_seed-2_sample-3_summary_confidences.json
OVA-C4-IPTM80-21E	ova_body_c4_10	2	seed-2_sample-4	0.82	0.79	2.645	1	0.0	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s6/ova_body_c4_07/seed-2_sample-4/ova_body_c4_07_seed-2_sample-4_model.cif	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s6/ova_body_c4_07/seed-2_sample-4/ova_body_c4_07_seed-2_sample-4_summary_confidences.json
OVA-C4-IPTM80-21E	ova_body_c4_10	3	seed-3_sample-0	0.83	0.8	2.7350000000000003	1	0.0	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s6/ova_body_c4_07/seed-3_sample-0/ova_body_c4_07_seed-3_sample-0_model.cif	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s6/ova_body_c4_07/seed-3_sample-0/ova_body_c4_07_seed-3_sample-0_summary_confidences.json
OVA-C4-IPTM80-21E	ova_body_c4_10	3	seed-3_sample-1	0.84	0.81	2.635	1	0.0	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s6/ova_body_c4_07/seed-3_sample-1/ova_body_c4_07_seed-3_sample-1_model.cif	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s6/ova_body_c4_07/seed-3_sample-1/ova_body_c4_07_seed-3_sample-1_summary_confidences.json
OVA-C4-IPTM80-21E	ova_body_c4_10	3	seed-3_sample-2	0.83	0.8	2.775	1	0.0	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s6/ova_body_c4_07/seed-3_sample-2/ova_body_c4_07_seed-3_sample-2_model.cif	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s6/ova_body_c4_07/seed-3_sample-2/ova_body_c4_07_seed-3_sample-2_summary_confidences.json
OVA-C4-IPTM80-21E	ova_body_c4_10	3	seed-3_sample-3	0.83	0.8	2.72	1	0.0	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s6/ova_body_c4_07/seed-3_sample-3/ova_body_c4_07_seed-3_sample-3_model.cif	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s6/ova_body_c4_07/seed-3_sample-3/ova_body_c4_07_seed-3_sample-3_summary_confidences.json
OVA-C4-IPTM80-21E	ova_body_c4_10	3	seed-3_sample-4	0.83	0.8	2.745	1	0.0	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s6/ova_body_c4_07/seed-3_sample-4/ova_body_c4_07_seed-3_sample-4_model.cif	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s6/ova_body_c4_07/seed-3_sample-4/ova_body_c4_07_seed-3_sample-4_summary_confidences.json
OVA-C4-IPTM80-21E	ova_body_c4_10	4	seed-4_sample-0	0.81	0.77	2.825	1	0.0	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s6/ova_body_c4_07/seed-4_sample-0/ova_body_c4_07_seed-4_sample-0_model.cif	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s6/ova_body_c4_07/seed-4_sample-0/ova_body_c4_07_seed-4_sample-0_summary_confidences.json
OVA-C4-IPTM80-21E	ova_body_c4_10	4	seed-4_sample-1	0.83	0.79	2.59	1	0.0	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s6/ova_body_c4_07/seed-4_sample-1/ova_body_c4_07_seed-4_sample-1_model.cif	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s6/ova_body_c4_07/seed-4_sample-1/ova_body_c4_07_seed-4_sample-1_summary_confidences.json
OVA-C4-IPTM80-21E	ova_body_c4_10	4	seed-4_sample-2	0.82	0.79	2.62	1	0.0	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s6/ova_body_c4_07/seed-4_sample-2/ova_body_c4_07_seed-4_sample-2_model.cif	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s6/ova_body_c4_07/seed-4_sample-2/ova_body_c4_07_seed-4_sample-2_summary_confidences.json
OVA-C4-IPTM80-21E	ova_body_c4_10	4	seed-4_sample-3	0.82	0.79	2.665	1	0.0	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s6/ova_body_c4_07/seed-4_sample-3/ova_body_c4_07_seed-4_sample-3_model.cif	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s6/ova_body_c4_07/seed-4_sample-3/ova_body_c4_07_seed-4_sample-3_summary_confidences.json
OVA-C4-IPTM80-21E	ova_body_c4_10	4	seed-4_sample-4	0.83	0.8	2.6	1	0.0	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s6/ova_body_c4_07/seed-4_sample-4/ova_body_c4_07_seed-4_sample-4_model.cif	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s6/ova_body_c4_07/seed-4_sample-4/ova_body_c4_07_seed-4_sample-4_summary_confidences.json
OVA-C4-IPTM80-21E	ova_body_c4_10	5	seed-5_sample-0	0.81	0.78	2.75	1	0.0	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s6/ova_body_c4_07/seed-5_sample-0/ova_body_c4_07_seed-5_sample-0_model.cif	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s6/ova_body_c4_07/seed-5_sample-0/ova_body_c4_07_seed-5_sample-0_summary_confidences.json
OVA-C4-IPTM80-21E	ova_body_c4_10	5	seed-5_sample-1	0.81	0.78	2.79	1	0.0	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s6/ova_body_c4_07/seed-5_sample-1/ova_body_c4_07_seed-5_sample-1_model.cif	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s6/ova_body_c4_07/seed-5_sample-1/ova_body_c4_07_seed-5_sample-1_summary_confidences.json
OVA-C4-IPTM80-21E	ova_body_c4_10	5	seed-5_sample-2	0.81	0.77	2.815	1	0.0	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s6/ova_body_c4_07/seed-5_sample-2/ova_body_c4_07_seed-5_sample-2_model.cif	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s6/ova_body_c4_07/seed-5_sample-2/ova_body_c4_07_seed-5_sample-2_summary_confidences.json
OVA-C4-IPTM80-21E	ova_body_c4_10	5	seed-5_sample-3	0.8	0.77	2.9400000000000004	1	0.0	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s6/ova_body_c4_07/seed-5_sample-3/ova_body_c4_07_seed-5_sample-3_model.cif	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s6/ova_body_c4_07/seed-5_sample-3/ova_body_c4_07_seed-5_sample-3_summary_confidences.json
OVA-C4-IPTM80-21E	ova_body_c4_10	5	seed-5_sample-4	0.81	0.78	2.795	1	0.0	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s6/ova_body_c4_07/seed-5_sample-4/ova_body_c4_07_seed-5_sample-4_model.cif	experiments/e132_c4_iptm80_multiseed_batch01/af3/out_s6/ova_body_c4_07/seed-5_sample-4/ova_body_c4_07_seed-5_sample-4_summary_confidences.json
OVA-C4-IPTM80-21F	ova_body_c4_01	1	seed-1_sample-0	0.82	0.79	2.605	1	0.0	experiments/e126_c4_iptm80_continue_af3_seed1/out_s0/ova_body_c4_01/seed-1_sample-0/ova_body_c4_01_seed-1_sample-0_model.cif	experiments/e126_c4_iptm80_continue_af3_seed1/out_s0/ova_body_c4_01/seed-1_sample-0/ova_body_c4_01_seed-1_sample-0_summary_confidences.json
OVA-C4-IPTM80-21F	ova_body_c4_01	1	seed-1_sample-1	0.82	0.78	2.66	1	0.0	experiments/e126_c4_iptm80_continue_af3_seed1/out_s0/ova_body_c4_01/seed-1_sample-1/ova_body_c4_01_seed-1_sample-1_model.cif	experiments/e126_c4_iptm80_continue_af3_seed1/out_s0/ova_body_c4_01/seed-1_sample-1/ova_body_c4_01_seed-1_sample-1_summary_confidences.json
OVA-C4-IPTM80-21F	ova_body_c4_01	1	seed-1_sample-2	0.82	0.78	2.5949999999999998	1	0.0	experiments/e126_c4_iptm80_continue_af3_seed1/out_s0/ova_body_c4_01/seed-1_sample-2/ova_body_c4_01_seed-1_sample-2_model.cif	experiments/e126_c4_iptm80_continue_af3_seed1/out_s0/ova_body_c4_01/seed-1_sample-2/ova_body_c4_01_seed-1_sample-2_summary_confidences.json
OVA-C4-IPTM80-21F	ova_body_c4_01	1	seed-1_sample-3	0.83	0.79	2.575	1	0.0	experiments/e126_c4_iptm80_continue_af3_seed1/out_s0/ova_body_c4_01/seed-1_sample-3/ova_body_c4_01_seed-1_sample-3_model.cif	experiments/e126_c4_iptm80_continue_af3_seed1/out_s0/ova_body_c4_01/seed-1_sample-3/ova_body_c4_01_seed-1_sample-3_summary_confidences.json
